,zipcode,type,commoncity,county,areacode
425,80944,Unique,"Colorado Springs, Colo Spgs, Colorado Spgs",El Paso County,Area Code 719
426,80945,Unique,"Colorado Springs, Colo Spgs, Colorado Spgs",El Paso County,Area Code 719
427,80946,Unique,"Colorado Springs, Colo Spgs, Colorado Spgs",El Paso County,Area Code 719
428,80947,Unique,"Colorado Springs, Colo Spgs, Colorado Spgs",El Paso County,Area Code 719
429,80949,PO Box,"Colorado Springs, Colo Spgs, Colorado Spgs",El Paso County,Area Code 719
430,80950,Unique,"Colorado Springs, Colo Spgs, Colorado Spgs",El Paso County,Area Code 719
431,80951,Standard,"Colorado Springs, Colo Spgs, Colorado Spgs",El Paso County,Area Code 719
432,80960,PO Box,"Colorado Springs, Colo Spgs, Colorado Spgs",El Paso County,Area Code 719
433,80962,PO Box,"Colorado Springs, Colo Spgs, Colorado Spgs",El Paso County,Area Code 719
434,80970,PO Box,"Colorado Springs, Colo Spgs, Colorado Spgs",El Paso County,Area Code 719
435,80977,Unique,"Colorado Springs, Colo Spgs, Colorado Spgs",El Paso County,Area Code 719
436,80995,Unique,"Colorado Springs, Colo Spgs, Colorado Spgs",El Paso County,Area Code 719
437,80997,Unique,"Colorado Springs, Colo Spgs, Colorado Spgs",El Paso County,Area Code 719
438,81001,Standard,"Pueblo, Pueblo Dep Ac, Pueblo Depot Activity",Pueblo County,Area Code 719
439,81002,PO Box,Pueblo,Pueblo County,Area Code 719
440,81003,Standard,Pueblo,Pueblo County,Area Code 719
441,81004,Standard,Pueblo,Pueblo County,Area Code 719
442,81005,Standard,Pueblo,Pueblo County,Area Code 719
443,81006,Standard,Pueblo,Pueblo County,Area Code 719
444,81007,Standard,"Pueblo, Pueblo West",Pueblo County,Area Code 719
445,81008,Standard,Pueblo,Pueblo County,Area Code 719
446,81009,Unique,Pueblo,Pueblo County,Area Code 719
447,81010,Unique,Pueblo,Pueblo County,Area Code 719
448,81011,Unique,Pueblo,Pueblo County,Area Code 719
449,81012,Unique,Pueblo,Pueblo County,Area Code 719
450,81019,PO Box,"Colorado City, Colo City",Pueblo County,Area Code 719
451,81020,Standard,Aguilar,Las Animas County,Area Code 719
452,81021,Standard,Arlington,Kiowa County,Area Code 719
453,81022,Standard,"Avondale, N Avondale, North Avondale",Pueblo County,Area Code 719
454,81023,Standard,Beulah,Pueblo County,Area Code 719
455,81024,Standard,Boncarbo,Las Animas County,Area Code 719
456,81025,Standard,Boone,Pueblo County,Area Code 719
457,81027,Standard,Branson,Las Animas County,Area Code 719
458,81029,Standard,Campo,Baca County,Area Code 719
459,81030,PO Box,Cheraw,Otero County,Area Code 719
460,81033,PO Box,Crowley,Crowley County,Area Code 719
461,81034,Unique,Ordway,Crowley County,Area Code 719
462,81036,Standard,"Eads, Chivington",Kiowa County,Area Code 719
463,81038,PO Box,Fort Lyon,Bent County,Area Code 719
464,81039,Standard,Fowler,Otero County,Area Code 719
465,81040,Standard,Gardner,Huerfano County,Area Code 719
466,81041,Standard,Granada,Prowers County,Area Code 719
467,81043,PO Box,Hartman,Prowers County,Area Code 719
468,81044,Standard,"Hasty, Caddoa",Bent County,Area Code 719
469,81045,Standard,Haswell,Kiowa County,Area Code 719
470,81046,PO Box,Hoehne,Las Animas County,Area Code 719
471,81047,Standard,"Holly, Bristol",Prowers County,Area Code 719
472,81049,Standard,"Kim, Villegreen",Las Animas County,Area Code 719
473,81050,Standard,"La Junta, Timpas",Otero County,Area Code 719
474,81052,Standard,Lamar,Prowers County,Area Code 719
475,81054,Standard,"Las Animas, Deora, Fort Lyon, Ninaview",Bent County,Area Code 719
476,81055,Standard,La Veta,Huerfano County,Area Code 719
477,81057,Standard,Mc Clave,Bent County,Area Code 719
478,81058,Standard,Manzanola,Otero County,Area Code 719
479,81059,Standard,"Model, Delhi, Thatcher, Tyrone",Las Animas County,
480,81062,Standard,Olney Springs,Crowley County,Area Code 719
481,81063,Standard,Ordway,Crowley County,Area Code 719
482,81064,Standard,"Pritchett, Utleyville",Baca County,Area Code 719
483,81067,Standard,Rocky Ford,Otero County,Area Code 719
484,81069,Standard,Rye,Pueblo County,Area Code 719
485,81071,Standard,"Sheridan Lake, Brandon, Towner",Kiowa County,Area Code 719
486,81073,Standard,Springfield,Baca County,Area Code 719
487,81075,Standard,Stonington,,
488,81076,Standard,Sugar City,Crowley County,Area Code 719
489,81077,PO Box,Swink,Otero County,Area Code 719
490,81081,Standard,Trinchera,Las Animas County,Area Code 719
491,81082,Standard,"Trinidad, Cokedale, Jansen, Sopris, Starkville",Las Animas County,Area Code 719
492,81084,Standard,"Two Buttes, Lycan",Baca County,Area Code 719
493,81087,PO Box,Vilas,Baca County,Area Code 719
494,81089,Standard,"Walsenburg, Farista",Huerfano County,Area Code 719
495,81090,Standard,"Walsh, Stonington",Baca County,Area Code 719
496,81091,Standard,Weston,Las Animas County,Area Code 719
497,81092,Standard,Wiley,Prowers County,Area Code 719
498,81101,Standard,"Alamosa, Great Sand Dunes National Mo, Sand Dunes...",Alamosa County,Area Code 719
499,81102,Unique,Alamosa,Alamosa County,Area Code 719
500,81120,Standard,Antonito,Conejos County,Area Code 719
501,81121,PO Box,Arboles,Archuleta County,Area Code 970
502,81122,Standard,"Bayfield, Chimney Rock",La Plata County,Area Code 970
503,81123,Standard,Blanca,Costilla County,Area Code 719
504,81124,PO Box,Capulin,Conejos County,Area Code 719
505,81125,Standard,Center,Saguache County,Area Code 719
506,81126,PO Box,Chama,Costilla County,Area Code 719
507,81127,Standard,"Chimney Rock, Piedra",Archuleta County,Area Code 970
508,81128,PO Box,Chromo,Archuleta County,Area Code 970
509,81129,PO Box,Conejos,Conejos County,Area Code 719
510,81130,Standard,Creede,Mineral County,Area Code 719
511,81131,PO Box,Crestone,Saguache County,Area Code 719
512,81132,Standard,Del Norte,Rio Grande County,Area Code 719
513,81133,Standard,"Fort Garland, Sangre De Cri, Sangre De Cristo Ranches",Costilla County,Area Code 719
514,81134,Standard,"San Luis, Garcia",Costilla County,Area Code 719
515,81135,PO Box,"Homelake, Monte Vista",Rio Grande County,Area Code 719
516,81136,Standard,Hooper,Alamosa County,Area Code 719
517,81137,Standard,"Ignacio, S Ute Indian, Southern Ute Indian Reserv...",San Juan County,Area Code 970
518,81138,PO Box,Jaroso,Costilla County,Area Code 719
519,81140,Standard,La Jara,Conejos County,Area Code 719
520,81141,PO Box,Manassa,Conejos County,Area Code 719
521,81143,Standard,Moffat,Saguache County,Area Code 719
522,81144,Standard,Monte Vista,Rio Grande County,Area Code 719
523,81146,Standard,Mosca,Alamosa County,Area Code 719
524,81147,Standard,"Pagosa Springs, Chimney Rock, Pagosa Spgs",Archuleta County,Area Code 970
525,81148,PO Box,Romeo,Conejos County,Area Code 719
526,81149,Standard,Saguache,Saguache County,Area Code 719
527,81151,Standard,"Sanford, San Acacio",Conejos County,Area Code 719
528,81152,Standard,"San Luis, Garcia, Mesita, San Pablo",Costilla County,Area Code 719
529,81153,PO Box,"San Pablo, La Valley, Los Fuertes, San Francisco, S...",Costilla County,Area Code 719
530,81154,Standard,South Fork,Rio Grande County,Area Code 719
531,81155,Standard,Villa Grove,Saguache County,Area Code 719
532,81157,PO Box,"Pagosa Springs, Pagosa Spgs",Archuleta County,Area Code 970
533,81201,Standard,"Salida, Poncha Spgs, Poncha Springs",Chaffee County,Area Code 719
534,81210,Standard,Almont,Gunnison County,Area Code 970
535,81211,Standard,Buena Vista,Chaffee County,Area Code 719
536,81212,Standard,"Canon City, Brookside",Fremont County,Area Code 719
537,81215,PO Box,Canon City,Fremont County,Area Code 719
538,81220,Standard,Cimarron,Gunnison County,Area Code 970
539,81221,PO Box,Coal Creek,Fremont County,Area Code 719
540,81222,PO Box,Coaldale,Fremont County,Area Code 719
541,81223,Standard,Cotopaxi,Fremont County,Area Code 719
542,81224,Standard,Crested Butte,Gunnison County,Area Code 970
543,81225,PO Box,Crested Butte,Gunnison County,Area Code 970
544,81226,Standard,Florence,Fremont County,Area Code 719
545,81227,PO Box,"Monarch, Salida",Chaffee County,Area Code 719
546,81228,Standard,"Granite, Twin Lakes",Lake County,
547,81230,Standard,Gunnison,Gunnison County,Area Code 970
548,81231,Unique,Gunnison,Gunnison County,Area Code 970
549,81232,PO Box,Hillside,Fremont County,Area Code 719
550,81233,Standard,Howard,Fremont County,Area Code 719
551,81235,Standard,Lake City,Hinsdale County,Area Code 970
552,81236,Standard,Nathrop,Chaffee County,Area Code 719
553,81237,Standard,Ohio City,Gunnison County,Area Code 970
554,81239,Standard,Parlin,Gunnison County,Area Code 970
555,81240,Standard,Penrose,Fremont County,Area Code 719
556,81241,PO Box,Pitkin,Gunnison County,Area Code 970
557,81242,PO Box,"Poncha Springs, Poncha Spgs",Chaffee County,Area Code 719
558,81243,Standard,Powderhorn,Gunnison County,Area Code 970
559,81244,PO Box,Rockvale,Fremont County,Area Code 719
560,81247,Standard,"Gunnison, Sapinero",Gunnison County,Area Code 970
561,81248,PO Box,Sargents,Saguache County,Area Code 719
562,81251,Standard,Twin Lakes,Lake County,Area Code 719
563,81252,Standard,"Westcliffe, Silver Cliff",Custer County,Area Code 719
564,81253,Standard,Wetmore,Custer County,
565,81290,Unique,Florence,Fremont County,Area Code 719
566,81301,Standard,Durango,La Plata County,Area Code 970
567,81302,PO Box,Durango,La Plata County,Area Code 970
568,81303,Standard,Durango,La Plata County,Area Code 970
569,81320,Standard,Cahone,Dolores County,Area Code 970
570,81321,Standard,Cortez,Montezuma County,Area Code 970
571,81323,Standard,Dolores,Montezuma County,Area Code 970
572,81324,Standard,Dove Creek,Dolores County,Area Code 970
573,81325,Standard,"Egnar, Slick Rock",San Miguel County,Area Code 970
574,81326,Standard,Hesperus,La Plata County,Area Code 970
575,81327,Standard,Lewis,Montezuma County,Area Code 970
576,81328,Standard,Mancos,Montezuma County,Area Code 970
577,81329,PO Box,Marvel,La Plata County,Area Code 970
578,81330,PO Box,"Mesa Verde National Park, Mesa Verde",Montezuma County,Area Code 970
579,81331,Standard,Pleasant View,Montezuma County,Area Code 970
580,81332,PO Box,Rico,Dolores County,Area Code 970
581,81334,PO Box,Towaoc,Montezuma County,Area Code 970
582,81335,Standard,Yellow Jacket,Montezuma County,Area Code 970
583,81401,Standard,Montrose,Montrose County,Area Code 970
584,81402,PO Box,Montrose,Montrose County,Area Code 970
585,81403,Standard,Montrose,Montrose County,Area Code 970
586,81410,Standard,"Austin, Orchard City",Delta County,Area Code 970
587,81411,Standard,Bedrock,Montrose County,Area Code 970
588,81413,Standard,Cedaredge,Delta County,Area Code 970
589,81414,PO Box,Cory,Delta County,Area Code 970
590,81415,Standard,"Crawford, Maher",Delta County,Area Code 970
591,81416,Standard,Delta,Delta County,Area Code 970
592,81418,Standard,Eckert,Delta County,Area Code 970
593,81419,Standard,Hotchkiss,Delta County,Area Code 970
594,81420,PO Box,Lazear,Delta County,Area Code 970
595,81422,Standard,Naturita,Montrose County,Area Code 970
596,81423,PO Box,Norwood,San Miguel County,Area Code 970
597,81424,Standard,Nucla,Montrose County,Area Code 970
598,81425,Standard,Olathe,Montrose County,Area Code 970
599,81426,PO Box,Ophir,San Miguel County,Area Code 970
600,81427,PO Box,Ouray,Ouray County,Area Code 970
601,81428,Standard,Paonia,Delta County,Area Code 970
602,81429,PO Box,Paradox,Montrose County,Area Code 970
603,81430,PO Box,Placerville,San Miguel County,Area Code 970
604,81431,Standard,Redvale,Montrose County,Area Code 970
605,81432,Standard,Ridgway,Ouray County,Area Code 970
606,81433,PO Box,Silverton,San Juan County,Area Code 970
607,81434,Standard,Somerset,Gunnison County,Area Code 970
608,81435,Standard,"Telluride, Mountain Village, Mountain Vlg",San Miguel County,Area Code 970
609,81501,Standard,"Grand Junction, Grand Jct",Mesa County,Area Code 970
610,81502,PO Box,"Grand Junction, Grand Jct",Mesa County,Area Code 970
611,81503,Standard,"Grand Junction, Grand Jct",Mesa County,Area Code 970
612,81504,Standard,"Grand Junction, Fruitvale, Grand Jct",Mesa County,Area Code 970
613,81505,Standard,"Grand Junction, Grand Jct",Mesa County,Area Code 970
614,81506,Standard,"Grand Junction, Grand Jct",Mesa County,Area Code 970
615,81507,Standard,"Grand Junction, Grand Jct",Mesa County,Area Code 970
616,81520,Standard,Clifton,Mesa County,Area Code 970
617,81521,Standard,Fruita,Mesa County,Area Code 970
618,81522,Standard,Gateway,Mesa County,Area Code 970
619,81523,Standard,Glade Park,Mesa County,Area Code 970
620,81524,Standard,Loma,Mesa County,Area Code 970
621,81525,Standard,Mack,Mesa County,Area Code 970
622,81526,Standard,Palisade,Mesa County,Area Code 970
623,81527,Standard,Whitewater,Mesa County,Area Code 970
624,81601,Standard,"Glenwood Springs, Glenwood Spgs",Garfield County,Area Code 970
625,81602,PO Box,"Glenwood Springs, Glenwood Spgs",Garfield County,Area Code 970
626,81610,Standard,Dinosaur,Moffat County,Area Code 970
627,81611,Standard,Aspen,Pitkin County,Area Code 970
628,81612,PO Box,Aspen,Pitkin County,Area Code 970
629,81615,PO Box,"Snowmass Village, Snowmass Vlg",Pitkin County,Area Code 970
630,81620,PO Box,"Avon, Beaver Creek",Eagle County,Area Code 970
631,81621,Standard,Basalt,Eagle County,Area Code 970
632,81623,Standard,"Carbondale, El Jebel, Marble, Redstone",Garfield County,Area Code 970
633,81624,Standard,Collbran,Mesa County,Area Code 970
634,81625,Standard,Craig,Moffat County,Area Code 970
635,81626,PO Box,Craig,Moffat County,Area Code 970
636,81630,Standard,De Beque,Mesa County,Area Code 970
637,81631,PO Box,Eagle,Eagle County,Area Code 970
638,81632,Standard,"Edwards, Cordillera",Eagle County,Area Code 970
639,81633,Standard,"Dinosaur, Elk Springs",Moffat County,Area Code 970
640,81635,Standard,"Parachute, Battlement Mesa, Btlmt Mesa",Garfield County,Area Code 970
641,81636,PO Box,"Battlement Mesa, Btlmt Mesa, Parachute",Garfield County,Area Code 970
642,81637,Standard,Gypsum,Eagle County,Area Code 970
643,81638,Standard,Hamilton,Moffat County,
644,81639,Standard,Hayden,Routt County,Area Code 970
645,81640,Standard,Maybell,Moffat County,Area Code 970
646,81641,Standard,Meeker,Rio Blanco County,Area Code 970
647,81642,Standard,Meredith,Pitkin County,Area Code 970
648,81643,PO Box,Mesa,Mesa County,Area Code 970
649,81645,PO Box,"Minturn, Gilman",Eagle County,Area Code 970
650,81646,PO Box,Molina,Mesa County,Area Code 970
651,81647,Standard,New Castle,Garfield County,Area Code 970
652,81648,Standard,Rangely,Rio Blanco County,Area Code 970
653,81649,PO Box,Red Cliff,Eagle County,Area Code 970
654,81650,Standard,Rifle,Garfield County,Area Code 970
655,81652,Standard,Silt,Garfield County,Area Code 970
656,81653,Standard,Slater,Moffat County,Area Code 970
657,81654,Standard,Snowmass,Pitkin County,Area Code 970
658,81655,PO Box,Wolcott,Eagle County,Area Code 970
659,81656,PO Box,Woody Creek,Pitkin County,Area Code 970
660,81657,Standard,Vail,Eagle County,Area Code 970
661,81658,PO Box,Vail,Eagle County,Area Code 970
